Name,Year,x,n,dying_prob,LEx,dying_prob_annual
South America,2025,95,5,0.78022022,3.288,0.156044044
South America,2025,100,-1,1,2.7293,-1
Argentina,2025,0,1,0.00797663,78.3145,0.00797663
Argentina,2025,1,4,0.0013336,77.9431,3.334e-4
Argentina,2025,5,5,5.5555e-4,74.0451,1.1111000000000001e-4
Argentina,2025,10,5,7.1958e-4,69.085,1.43916e-4
Argentina,2025,15,5,0.00176209,64.1327,3.52418e-4
Argentina,2025,20,5,0.00276613,59.241,5.53226e-4
Argentina,2025,25,5,0.00333121,54.3981,6.662419999999999e-4
Argentina,2025,30,5,0.0040906,49.5713,8.1812e-4
Argentina,2025,35,5,0.00587122,44.7642,0.001174244
Argentina,2025,40,5,0.00914246,40.0129,0.001828492
Argentina,2025,45,5,0.01485651,35.3573,0.002971302
Argentina,2025,50,5,0.0233439,30.8499,0.00466878
Argentina,2025,55,5,0.03536789,26.5238,0.007073578
Argentina,2025,60,5,0.0545391,22.3988,0.01090782
Argentina,2025,65,5,0.08418947,18.5378,0.016837894
Argentina,2025,70,5,0.13530151,14.9978,0.027060302
Argentina,2025,75,5,0.20170936,11.9319,0.040341872
Argentina,2025,80,5,0.29189164,9.2959,0.058378328
Argentina,2025,85,5,0.40807294,7.0832,0.081614588
Argentina,2025,90,5,0.55050424,5.2727,0.110100848
Argentina,2025,95,5,0.71942124,3.8455,0.143884248
Argentina,2025,100,-1,1,3.0656,-1
Bolivia (Plurinational State of),2025,0,1,0.02241465,69.2118,0.02241465
Bolivia (Plurinational State of),2025,1,4,0.00779394,69.7963,0.001948485
Bolivia (Plurinational State of),2025,5,5,0.00353864,66.3315,7.07728e-4
Bolivia (Plurinational State of),2025,10,5,0.00285262,61.5594,5.70524e-4
Bolivia (Plurinational State of),2025,15,5,0.00548858,56.7278,0.0010977159999999999
Bolivia (Plurinational State of),2025,20,5,0.00731527,52.0258,0.0014630539999999999
Bolivia (Plurinational State of),2025,25,5,0.00769085,47.3906,0.00153817
Bolivia (Plurinational State of),2025,30,5,0.00914569,42.7382,0.001829138
Bolivia (Plurinational State of),2025,35,5,0.01232884,38.1088,0.002465768
Bolivia (Plurinational State of),2025,40,5,0.01771628,33.5516,0.0035432560000000003
Bolivia (Plurinational State of),2025,45,5,0.02677333,29.109,0.005354666
Bolivia (Plurinational State of),2025,50,5,0.04108431,24.8365,0.008216862
Bolivia (Plurinational State of),2025,55,5,0.06272011,20.7869,0.012544021999999998
Bolivia (Plurinational State of),2025,60,5,0.09776059,17.0004,0.019552118
Bolivia (Plurinational State of),2025,65,5,0.15093094,13.5559,0.030186188000000003
Bolivia (Plurinational State of),2025,70,5,0.23443396,10.4993,0.046886792
Bolivia (Plurinational State of),2025,75,5,0.35231272,7.9203,0.070462544
Bolivia (Plurinational State of),2025,80,5,0.49756408,5.861,0.099512816
Bolivia (Plurinational State of),2025,85,5,0.65612322,4.278,0.131224644
Bolivia (Plurinational State of),2025,90,5,0.78967067,3.1614,0.157934134
Bolivia (Plurinational State of),2025,95,5,0.89043801,2.3575,0.178087602
Bolivia (Plurinational State of),2025,100,-1,1,1.8623,-1
Brazil,2025,0,1,0.0094868,76.5785,0.0094868
Brazil,2025,1,4,0.00131788,76.3107,3.2947e-4
Brazil,2025,5,5,0.00111594,72.4091,2.2318799999999998e-4
Brazil,2025,10,5,0.00113881,67.4872,2.27762e-4
Brazil,2025,15,5,0.00254033,62.5611,5.080659999999999e-4
Brazil,2025,20,5,0.00444004,57.7132,8.88008e-4
Brazil,2025,25,5,0.00556263,52.9589,0.001112526
Brazil,2025,30,5,0.00687692,48.2407,0.001375384
Brazil,2025,35,5,0.00890344,43.5569,0.001780688
Brazil,2025,40,5,0.01213984,38.9246,0.002427968
Brazil,2025,45,5,0.01639958,34.3709,0.003279916
Brazil,2025,50,5,0.02375043,29.9001,0.004750086
Brazil,2025,55,5,0.03415762,25.5633,0.006831524
Brazil,2025,60,5,0.05251669,21.3738,0.010503338
Brazil,2025,65,5,0.08232626,17.4111,0.016465252
Brazil,2025,70,5,0.12986081,13.7345,0.025972162
Brazil,2025,75,5,0.20168324,10.3911,0.040336648
Brazil,2025,80,5,0.35614311,7.3574,0.07122862199999999
Brazil,2025,85,5,0.5757958,4.9839,0.11515916
Brazil,2025,90,5,0.74484005,3.493,0.14896800999999998
Brazil,2025,95,5,0.87410636,2.4942,0.174821272
Brazil,2025,100,-1,1,1.7824,-1
Chile,2025,0,1,0.00518178,81.5594,0.00518178
Chile,2025,1,4,7.6523e-4,80.9835,1.913075e-4
Chile,2025,5,5,5.3731e-4,77.0441,1.0746200000000001e-4
Chile,2025,10,5,6.8171e-4,72.0843,1.36342e-4
Chile,2025,15,5,0.00182765,67.1315,3.6553000000000003e-4
Chile,2025,20,5,0.00255915,62.2493,5.1183e-4
Chile,2025,25,5,0.00302632,57.4025,6.05264e-4
Chile,2025,30,5,0.00366028,52.5689,7.32056e-4
Chile,2025,35,5,0.00480896,47.7526,9.61792e-4
Chile,2025,40,5,0.00713552,42.9705,0.001427104
Chile,2025,45,5,0.01044061,38.2603,0.002088122
Chile,2025,50,5,0.01629,33.6359,0.0032579999999999996
Chile,2025,55,5,0.02419082,29.1487,0.004838164
Chile,2025,60,5,0.03608725,24.8059,0.00721745
Chile,2025,65,5,0.0586571,20.6348,0.01173142
Chile,2025,70,5,0.09535647,16.7533,0.019071294
Chile,2025,75,5,0.1495488,13.2398,0.02990976
Chile,2025,80,5,0.24284899,10.1041,0.048569798
Chile,2025,85,5,0.36938198,7.5091,0.073876396
Chile,2025,90,5,0.53180936,5.4377,0.106361872
Chile,2025,95,5,0.70346862,3.8823,0.140693724
Chile,2025,100,-1,1,2.8656,-1
Colombia,2025,0,1,0.00974432,77.8773,0.00974432
Colombia,2025,1,4,0.00180747,77.6424,4.518675e-4
Colombia,2025,5,5,0.00128014,73.7802,2.56028e-4
Colombia,2025,10,5,0.00136429,68.872,2.72858e-4
Colombia,2025,15,5,0.00452928,63.962,9.05856e-4
Colombia,2025,20,5,0.0069913,59.24,0.00139826
Colombia,2025,25,5,0.00705876,54.6394,0.001411752
Colombia,2025,30,5,0.00761715,50.0099,0.0015234299999999999
Colombia,2025,35,5,0.00818603,45.3744,0.001637206
Colombia,2025,40,5,0.00949646,40.728,0.001899292
Colombia,2025,45,5,0.01251714,36.0937,0.002503428
Colombia,2025,50,5,0.0178498,31.5179,0.0035699599999999996
Colombia,2025,55,5,0.02767707,27.0427,0.005535414000000001
Colombia,2025,60,5,0.04244149,22.736,0.008488298
Colombia,2025,65,5,0.06469632,18.6272,0.012939264
Colombia,2025,70,5,0.1045382,14.7301,0.020907639999999998
Colombia,2025,75,5,0.16462598,11.1422,0.032925196000000004
Colombia,2025,80,5,0.31580101,7.814,0.063160202
Colombia,2025,85,5,0.55846264,5.1761,0.111692528
Colombia,2025,90,5,0.7230879,3.6625,0.14461758
Colombia,2025,95,5,0.85613612,2.6218,0.17122722399999998
Colombia,2025,100,-1,1,1.7901,-1
Ecuador,2025,0,1,0.00981856,78.4459,0.00981856
Ecuador,2025,1,4,0.00183579,78.2225,4.589475e-4
Ecuador,2025,5,5,0.00161496,74.3635,3.22992e-4
Ecuador,2025,10,5,0.00168916,69.4801,3.3783200000000004e-4
Ecuador,2025,15,5,0.00384475,64.5929,7.6895e-4
Ecuador,2025,20,5,0.00578172,59.8315,0.001156344
Ecuador,2025,25,5,0.00636993,55.1645,0.001273986
Ecuador,2025,30,5,0.00714329,50.5019,0.001428658
Ecuador,2025,35,5,0.00833415,45.8468,0.00166683
Ecuador,2025,40,5,0.00984202,41.2107,0.001968404
Ecuador,2025,45,5,0.01318686,36.5947,0.002637372
Ecuador,2025,50,5,0.0196077,32.0484,0.003921539999999999
Ecuador,2025,55,5,0.02931988,27.6362,0.005863976
Ecuador,2025,60,5,0.04319841,23.3911,0.008639682
Ecuador,2025,65,5,0.06751029,19.3276,0.013502058
Ecuador,2025,70,5,0.10268797,15.5338,0.020537594
Ecuador,2025,75,5,0.1625563,12.0127,0.03251126
Ecuador,2025,80,5,0.29097775,8.8238,0.05819555
Ecuador,2025,85,5,0.44508689,6.373,0.08901737800000001
Ecuador,2025,90,5,0.62557732,4.5142,0.125115464
Ecuador,2025,95,5,0.79268999,3.1525,0.15853799799999999
Ecuador,2025,100,-1,1,2.3134,-1
Falkland Islands (Malvinas),2025,0,1,0.00845363,79.8452,0.00845363
Falkland Islands (Malvinas),2025,1,4,0.00135568,79.5254,3.3892e-4
Falkland Islands (Malvinas),2025,5,5,8.1808e-4,75.6309,1.63616e-4
Falkland Islands (Malvinas),2025,10,5,6.8736e-4,70.691,1.37472e-4
Falkland Islands (Malvinas),2025,15,5,0.00129813,65.7378,2.59626e-4
Falkland Islands (Malvinas),2025,20,5,0.00180205,60.8197,3.6041e-4
Falkland Islands (Malvinas),2025,25,5,0.00189682,55.9249,3.79364e-4
Falkland Islands (Malvinas),2025,30,5,0.00224508,51.0264,4.49016e-4
Falkland Islands (Malvinas),2025,35,5,0.00301798,46.1353,6.03596e-4
Falkland Islands (Malvinas),2025,40,5,0.00463424,41.267,9.268480000000001e-4
Falkland Islands (Malvinas),2025,45,5,0.00810295,36.4466,0.0016205899999999999
Falkland Islands (Malvinas),2025,50,5,0.01362812,31.7222,0.0027256240000000003
Falkland Islands (Malvinas),2025,55,5,0.02427769,27.1229,0.004855538
Falkland Islands (Malvinas),2025,60,5,0.03900056,22.7305,0.007800112
Falkland Islands (Malvinas),2025,65,5,0.06603284,18.5444,0.013206567999999998
Falkland Islands (Malvinas),2025,70,5,0.11789911,14.6624,0.023579822
Falkland Islands (Malvinas),2025,75,5,0.19018135,11.2743,0.03803627
Falkland Islands (Malvinas),2025,80,5,0.31828208,8.2876,0.06365641600000001
Falkland Islands (Malvinas),2025,85,5,0.49041439,5.9472,0.098082878
Falkland Islands (Malvinas),2025,90,5,0.64208572,4.3575,0.12841714399999998
Falkland Islands (Malvinas),2025,95,5,0.79908228,3.1116,0.159816456
Falkland Islands (Malvinas),2025,100,-1,1,2.3066,-1
French Guiana,2025,0,1,0.00690846,77.9815,0.00690846
French Guiana,2025,1,4,0.00133728,77.5231,3.3432e-4
French Guiana,2025,5,5,7.1638e-4,73.6246,1.43276e-4
French Guiana,2025,10,5,7.3291e-4,68.6758,1.46582e-4
French Guiana,2025,15,5,0.00186786,63.7241,3.73572e-4
French Guiana,2025,20,5,0.00252645,58.8381,5.0529e-4
French Guiana,2025,25,5,0.00262493,53.9808,5.249860000000001e-4
French Guiana,2025,30,5,0.00314775,49.1161,6.2955e-4
French Guiana,2025,35,5,0.00440988,44.263,8.819759999999999e-4
French Guiana,2025,40,5,0.00696537,39.4473,0.001393074
French Guiana,2025,45,5,0.01170681,34.7051,0.002341362
French Guiana,2025,50,5,0.01943626,30.0842,0.003887252
French Guiana,2025,55,5,0.0315468,25.6272,0.00630936
French Guiana,2025,60,5,0.0510455,21.3747,0.0102091
French Guiana,2025,65,5,0.08290087,17.3803,0.016580174
French Guiana,2025,70,5,0.13618366,13.7097,0.027236732000000003
French Guiana,2025,75,5,0.22308563,10.4525,0.044617126
French Guiana,2025,80,5,0.35059764,7.7015,0.070119528
French Guiana,2025,85,5,0.52275199,5.4867,0.10455039800000002
French Guiana,2025,90,5,0.70281559,3.8522,0.14056311800000001
French Guiana,2025,95,5,0.8478183,2.7216,0.16956366
French Guiana,2025,100,-1,1,2.0393,-1
Guyana,2025,0,1,0.01990613,70.1048,0.01990613
Guyana,2025,1,4,0.00480967,70.5265,0.0012024175
Guyana,2025,5,5,0.00127318,66.8604,2.5463600000000003e-4
Guyana,2025,10,5,0.00151935,61.9427,3.0387000000000003e-4
Guyana,2025,15,5,0.0036063,57.0328,7.212599999999999e-4
Guyana,2025,20,5,0.00696765,52.2289,0.00139353
Guyana,2025,25,5,0.00991855,47.5764,0.00198371
Guyana,2025,30,5,0.01231731,43.0271,0.002463462
Guyana,2025,35,5,0.01610317,38.5315,0.003220634
Guyana,2025,40,5,0.02335134,34.119,0.004670268
Guyana,2025,45,5,0.03208001,29.8721,0.006416002
Guyana,2025,50,5,0.0511911,25.7744,0.010238220000000001
Guyana,2025,55,5,0.07283651,22.0216,0.014567301999999999
Guyana,2025,60,5,0.10907787,18.5462,0.021815573999999997
Guyana,2025,65,5,0.15175649,15.4956,0.030351298
Guyana,2025,70,5,0.20054772,12.8115,0.040109544000000004
Guyana,2025,75,5,0.26359272,10.3879,0.052718544
Guyana,2025,80,5,0.36282131,8.2099,0.072564262
Guyana,2025,85,5,0.47771252,6.4644,0.095542504
Guyana,2025,90,5,0.57234848,5.2227,0.11446969600000001
Guyana,2025,95,5,0.67518615,4.1559,0.13503723
Guyana,2025,100,-1,1,3.3048,-1
Paraguay,2025,0,1,0.01526133,74.3428,0.01526133
Paraguay,2025,1,4,0.00309016,74.4931,7.7254e-4
Paraguay,2025,5,5,0.00155263,70.7189,3.10526e-4
Paraguay,2025,10,5,0.00159071,65.8252,3.18142e-4
Paraguay,2025,15,5,0.00357769,60.9258,7.15538e-4
Paraguay,2025,20,5,0.00526914,56.1345,0.0010538280000000001
Paraguay,2025,25,5,0.00605755,51.4183,0.00121151
Paraguay,2025,30,5,0.00735177,46.7161,0.0014703539999999999
Paraguay,2025,35,5,0.01029998,42.0428,0.002059996
Paraguay,2025,40,5,0.01444884,37.4529,0.002889768
Paraguay,2025,45,5,0.02181242,32.9633,0.004362484
Paraguay,2025,50,5,0.03282778,28.6388,0.006565556
Paraguay,2025,55,5,0.04809788,24.5212,0.009619576000000001
Paraguay,2025,60,5,0.07141472,20.6268,0.014282944
Paraguay,2025,65,5,0.10584243,17.0107,0.021168486
Paraguay,2025,70,5,0.15897663,13.7137,0.031795326
Paraguay,2025,75,5,0.23723332,10.8124,0.047446664
Paraguay,2025,80,5,0.33916971,8.3775,0.06783394200000001
Paraguay,2025,85,5,0.46522685,6.3915,0.09304537
Paraguay,2025,90,5,0.59783422,4.8578,0.11956684399999999
Paraguay,2025,95,5,0.72868817,3.6781,0.145737634
Paraguay,2025,100,-1,1,2.8377,-1
Peru,2025,0,1,0.00863604,77.3326,0.00863604
Peru,2025,1,4,0.00223331,77.0051,5.583275e-4
Peru,2025,5,5,0.00169474,73.174,3.38948e-4
Peru,2025,10,5,0.0016967,68.2944,3.3934e-4
Peru,2025,15,5,0.00354653,63.4057,7.09306e-4
Peru,2025,20,5,0.00507545,58.6216,0.00101509
Peru,2025,25,5,0.00571887,53.9076,0.001143774
Peru,2025,30,5,0.00655424,49.203,0.001310848
Peru,2025,35,5,0.00817148,44.5107,0.001634296
Peru,2025,40,5,0.01070038,39.856,0.0021400760000000003
Peru,2025,45,5,0.0148612,35.2589,0.00297224
Peru,2025,50,5,0.02131342,30.7509,0.004262684
Peru,2025,55,5,0.03079666,26.3633,0.006159332
Peru,2025,60,5,0.04477706,22.1169,0.008955412
Peru,2025,65,5,0.06876883,18.0304,0.013753766
Peru,2025,70,5,0.11016155,14.1641,0.02203231
Peru,2025,75,5,0.17805666,10.5918,0.035611332
Peru,2025,80,5,0.35096199,7.307,0.070192398
Peru,2025,85,5,0.59878773,4.8065,0.11975754599999999
Peru,2025,90,5,0.74816068,3.4567,0.149632136
Peru,2025,95,5,0.87994559,2.462,0.175989118
Peru,2025,100,-1,1,1.7404,-1
Suriname,2025,0,1,0.01357621,73.045,0.01357621
Suriname,2025,1,4,0.00176726,73.0486,4.41815e-4
Suriname,2025,5,5,9.3215e-4,69.1751,1.8643e-4
Suriname,2025,10,5,0.00118368,64.2374,2.3673600000000003e-4
Suriname,2025,15,5,0.00288777,59.3102,5.77554e-4
Suriname,2025,20,5,0.0047707,54.4738,9.5414e-4
Suriname,2025,25,5,0.00680701,49.7223,0.0013614019999999998
Suriname,2025,30,5,0.00942085,45.045,0.00188417
Suriname,2025,35,5,0.01271277,40.4485,0.002542554
Suriname,2025,40,5,0.01808796,35.9356,0.003617592
Suriname,2025,45,5,0.02707937,31.5489,0.005415873999999999
Suriname,2025,50,5,0.04335664,27.3524,0.008671328
Suriname,2025,55,5,0.06183952,23.4721,0.012367904
Suriname,2025,60,5,0.09104778,19.8464,0.018209556
Suriname,2025,65,5,0.12420566,16.5722,0.024841132
Suriname,2025,70,5,0.16681404,13.56,0.033362808
Suriname,2025,75,5,0.24669445,10.7561,0.04933889
Suriname,2025,80,5,0.34621968,8.4417,0.06924393599999999
Suriname,2025,85,5,0.45918802,6.5961,0.09183760399999999
Suriname,2025,90,5,0.57464568,5.1609,0.11492913600000002
Suriname,2025,95,5,0.68992647,4.0389,0.13798529399999998
Suriname,2025,100,-1,1,3.2133,-1
Uruguay,2025,0,1,0.00535712,78.4833,0.00535712
Uruguay,2025,1,4,0.00108432,77.9053,2.7108e-4
Uruguay,2025,5,5,7.2792e-4,73.9882,1.4558399999999998e-4
Uruguay,2025,10,5,8.3119e-4,69.0405,1.66238e-4
Uruguay,2025,15,5,0.00322104,64.0954,6.442080000000001e-4
Uruguay,2025,20,5,0.00500024,59.2931,0.0010000480000000001
Uruguay,2025,25,5,0.00471898,54.5787,9.43796e-4
Uruguay,2025,30,5,0.00582348,49.8254,0.001164696
Uruguay,2025,35,5,0.00763261,45.102,0.001526522
Uruguay,2025,40,5,0.00964002,40.4289,0.0019280039999999999
Uruguay,2025,45,5,0.0138406,35.7972,0.0027681199999999998
Uruguay,2025,50,5,0.02248071,31.262,0.004496142
Uruguay,2025,55,5,0.03615086,26.9192,0.007230172
Uruguay,2025,60,5,0.0569293,22.8284,0.011385860000000001
Uruguay,2025,65,5,0.08560473,19.0463,0.017120946
Uruguay,2025,70,5,0.12720961,15.5833,0.025441922
Uruguay,2025,75,5,0.19070204,12.4731,0.038140408
Uruguay,2025,80,5,0.28009789,9.8007,0.056019578
Uruguay,2025,85,5,0.38641936,7.6264,0.077283872
Uruguay,2025,90,5,0.50788675,5.8831,0.10157735000000001
Uruguay,2025,95,5,0.63619414,4.511,0.127238828
Uruguay,2025,100,-1,1,3.481,-1
Venezuela (Bolivarian Republic of),2025,0,1,0.01263616,73.2472,0.01263616
Venezuela (Bolivarian Republic of),2025,1,4,0.00249668,73.183,6.2417e-4
Venezuela (Bolivarian Republic of),2025,5,5,0.00110344,69.3622,2.20688e-4
Venezuela (Bolivarian Republic of),2025,10,5,0.00128861,64.4362,2.57722e-4
Venezuela (Bolivarian Republic of),2025,15,5,0.0045651,59.5158,9.1302e-4
Venezuela (Bolivarian Republic of),2025,20,5,0.00953144,54.7747,0.0019062880000000001
Venezuela (Bolivarian Republic of),2025,25,5,0.01044463,50.277,0.002088926
Venezuela (Bolivarian Republic of),2025,30,5,0.01111646,45.7811,0.002223292
Venezuela (Bolivarian Republic of),2025,35,5,0.01261448,41.2673,0.002522896
Venezuela (Bolivarian Republic of),2025,40,5,0.01569112,36.7618,0.003138224
Venezuela (Bolivarian Republic of),2025,45,5,0.02138557,32.3064,0.004277114
Venezuela (Bolivarian Republic of),2025,50,5,0.03207401,27.9547,0.006414802
Venezuela (Bolivarian Republic of),2025,55,5,0.04824833,23.7931,0.009649666
Venezuela (Bolivarian Republic of),2025,60,5,0.07536839,19.8646,0.015073677999999998
Venezuela (Bolivarian Republic of),2025,65,5,0.105622,16.2687,0.021124399999999998
Venezuela (Bolivarian Republic of),2025,70,5,0.14608005,12.885,0.029216009999999997
Venezuela (Bolivarian Republic of),2025,75,5,0.2210275,9.6458,0.044205499999999995
Venezuela (Bolivarian Republic of),2025,80,5,0.40698826,6.6417,0.081397652
Venezuela (Bolivarian Republic of),2025,85,5,0.63985283,4.4215,0.127970566
Venezuela (Bolivarian Republic of),2025,90,5,0.79031625,3.1378,0.15806325000000002
Venezuela (Bolivarian Republic of),2025,95,5,0.89064226,2.3332,0.178128452
Venezuela (Bolivarian Republic of),2025,100,-1,1,1.6559,-1
NORTHERN AMERICA,2025,0,1,0.00453437,80.3757,0.00453437
NORTHERN AMERICA,2025,1,4,8.7184e-4,79.7412,2.1796e-4
NORTHERN AMERICA,2025,5,5,4.5777e-4,75.8095,9.1554e-5
NORTHERN AMERICA,2025,10,5,6.2175e-4,70.8431,1.2435000000000001e-4
NORTHERN AMERICA,2025,15,5,0.00213497,65.8854,4.26994e-4
NORTHERN AMERICA,2025,20,5,0.00416927,61.02,8.33854e-4
NORTHERN AMERICA,2025,25,5,0.00532519,56.2645,0.001065038
NORTHERN AMERICA,2025,30,5,0.00643949,51.5519,0.001287898
NORTHERN AMERICA,2025,35,5,0.00766426,46.8693,0.001532852
NORTHERN AMERICA,2025,40,5,0.00946306,42.2115,0.0018926120000000001
NORTHERN AMERICA,2025,45,5,0.01352944,37.5898,0.002705888
NORTHERN AMERICA,2025,50,5,0.02095933,33.069,0.004191866000000001
NORTHERN AMERICA,2025,55,5,0.03181741,28.7197,0.006363481999999999
NORTHERN AMERICA,2025,60,5,0.04501645,24.5768,0.00900329
NORTHERN AMERICA,2025,65,5,0.06227597,20.6118,0.012455194
NORTHERN AMERICA,2025,70,5,0.09330522,16.8069,0.018661043999999998
NORTHERN AMERICA,2025,75,5,0.14459309,13.2642,0.028918618
NORTHERN AMERICA,2025,80,5,0.23243358,10.0613,0.046486716
NORTHERN AMERICA,2025,85,5,0.36612632,7.3164,0.073225264
NORTHERN AMERICA,2025,90,5,0.5604429,5.0773,0.11208858
NORTHERN AMERICA,2025,95,5,0.7504918,3.4663,0.15009836000000001
NORTHERN AMERICA,2025,100,-1,1,2.4211,-1
Bermuda,2025,0,1,0.00194494,82.0934,0.00194494
Bermuda,2025,1,4,5.1141e-4,81.2531,1.278525e-4
Bermuda,2025,5,5,3.7568e-4,77.2938,7.5136e-5
Bermuda,2025,10,5,4.7248e-4,72.3219,9.4496e-5
Bermuda,2025,15,5,0.00152587,67.3548,3.0517399999999996e-4
Bermuda,2025,20,5,0.00230903,62.4533,4.6180600000000004e-4
Bermuda,2025,25,5,0.00249925,57.592,4.9985e-4
Bermuda,2025,30,5,0.00306269,52.7299,6.125379999999999e-4
Bermuda,2025,35,5,0.00415396,47.8839,8.30792e-4
Bermuda,2025,40,5,0.00633602,43.0726,0.001267204
Bermuda,2025,45,5,0.00997525,38.3303,0.00199505
Bermuda,2025,50,5,0.01591604,33.6894,0.003183208
Bermuda,2025,55,5,0.0238574,29.1911,0.00477148
Bermuda,2025,60,5,0.03600816,24.8397,0.0072016319999999995
Bermuda,2025,65,5,0.0539015,20.6688,0.0107803
Bermuda,2025,70,5,0.0859526,16.6955,0.01719052
Bermuda,2025,75,5,0.13902114,13.0147,0.027804227999999997
Bermuda,2025,80,5,0.24013966,9.6845,0.048027932
Bermuda,2025,85,5,0.39214814,6.9122,0.078429628
Bermuda,2025,90,5,0.59705913,4.7265,0.119411826
Bermuda,2025,95,5,0.78600482,3.2232,0.157200964
Bermuda,2025,100,-1,1,2.3484,-1
Canada,2025,0,1,0.00361664,83.3374,0.00361664
Canada,2025,1,4,5.9584e-4,82.6394,1.4896e-4
Canada,2025,5,5,3.0789e-4,78.6878,6.1578e-5
Canada,2025,10,5,4.4795e-4,73.7113,8.959e-5
Canada,2025,15,5,0.00139398,68.743,2.78796e-4
Canada,2025,20,5,0.00241083,63.8349,4.82166e-4
Canada,2025,25,5,0.00303103,58.9828,6.06206e-4
Canada,2025,30,5,0.00349492,54.1544,6.989839999999999e-4
Canada,2025,35,5,0.00405959,49.3353,8.11918e-4
Canada,2025,40,5,0.00529672,44.526,0.001059344
Canada,2025,45,5,0.00784723,39.7491,0.001569446
Canada,2025,50,5,0.01247996,35.0424,0.002495992
Canada,2025,55,5,0.01987779,30.4513,0.003975558
Canada,2025,60,5,0.03100563,26.0146,0.0062011259999999995
Canada,2025,65,5,0.04708989,21.7621,0.009417978
Canada,2025,70,5,0.07465191,17.7064,0.014930382
Canada,2025,75,5,0.12019536,13.9199,0.024039072
Canada,2025,80,5,0.20510357,10.4582,0.041020714
Canada,2025,85,5,0.3502859,7.4727,0.07005718
Canada,2025,90,5,0.55361598,5.1064,0.110723196
Canada,2025,95,5,0.75309805,3.4467,0.15061961
Canada,2025,100,-1,1,2.3629,-1
Greenland,2025,0,1,0.00801659,72.9912,0.00801659
Greenland,2025,1,4,0.00168713,72.58,4.217825e-4
Greenland,2025,5,5,0.00149545,68.6994,2.9909e-4
Greenland,2025,10,5,0.00161897,63.7988,3.2379399999999997e-4
Greenland,2025,15,5,0.00439135,58.8978,8.782699999999999e-4
Greenland,2025,20,5,0.00626483,54.145,0.0012529659999999999
Greenland,2025,25,5,0.00681005,49.4705,0.0013620099999999999
Greenland,2025,30,5,0.00817841,44.7922,0.001635682
Greenland,2025,35,5,0.01095925,40.1402,0.00219185
Greenland,2025,40,5,0.01586943,35.5558,0.003173886
Greenland,2025,45,5,0.02415032,31.0863,0.004830064
Greenland,2025,50,5,0.03673573,26.7898,0.007347146000000001
Greenland,2025,55,5,0.05495315,22.7103,0.01099063
Greenland,2025,60,5,0.08171503,18.8774,0.016343006
Greenland,2025,65,5,0.12473565,15.3228,0.02494713
Greenland,2025,70,5,0.18559725,12.1318,0.03711945
Greenland,2025,75,5,0.28362638,9.3051,0.056725276000000005
Greenland,2025,80,5,0.40897361,6.9758,0.081794722
Greenland,2025,85,5,0.56539994,5.0926,0.113079988
Greenland,2025,90,5,0.72817625,3.6548,0.14563525
Greenland,2025,95,5,0.8564398,2.6492,0.17128796
Greenland,2025,100,-1,1,2.0496,-1
Saint Pierre and Miquelon,2025,0,1,0.0070525,78.1125,0.0070525
Saint Pierre and Miquelon,2025,1,4,0.00136272,77.6664,3.4068e-4
Saint Pierre and Miquelon,2025,5,5,6.8098e-4,73.7701,1.36196e-4
Saint Pierre and Miquelon,2025,10,5,6.7644e-4,68.8188,1.35288e-4
Saint Pierre and Miquelon,2025,15,5,0.00188481,63.8635,3.76962e-4
Saint Pierre and Miquelon,2025,20,5,0.00274345,58.9787,5.4869e-4
Saint Pierre and Miquelon,2025,25,5,0.00271852,54.1337,5.43704e-4
Saint Pierre and Miquelon,2025,30,5,0.00301545,49.2746,6.030899999999999e-4
Saint Pierre and Miquelon,2025,35,5,0.0042262,44.4158,8.4524e-4
Saint Pierre and Miquelon,2025,40,5,0.00673659,39.5928,0.001347318
Saint Pierre and Miquelon,2025,45,5,0.0113452,34.843,0.00226904
Saint Pierre and Miquelon,2025,50,5,0.01918665,30.2121,0.00383733
Saint Pierre and Miquelon,2025,55,5,0.03192566,25.7505,0.006385132
Saint Pierre and Miquelon,2025,60,5,0.05248836,21.5114,0.010497672
Saint Pierre and Miquelon,2025,65,5,0.0824781,17.555,0.01649562
Saint Pierre and Miquelon,2025,70,5,0.13272811,13.894,0.026545622
Saint Pierre and Miquelon,2025,75,5,0.22049769,10.624,0.044099538
Saint Pierre and Miquelon,2025,80,5,0.33993483,7.893,0.06798696600000001
Saint Pierre and Miquelon,2025,85,5,0.5065801,5.656,0.10131601999999999
Saint Pierre and Miquelon,2025,90,5,0.69125905,3.944,0.13825181
Saint Pierre and Miquelon,2025,95,5,0.84238039,2.7674,0.168476078
Saint Pierre and Miquelon,2025,100,-1,1,2.0761,-1
United States of America,2025,0,1,0.00462809,80.0397,0.00462809
United States of America,2025,1,4,9.0003e-4,79.4112,2.250075e-4
United States of America,2025,5,5,4.7245e-4,75.4814,9.449e-5
United States of America,2025,10,5,6.3887e-4,70.516,1.2777400000000001e-4
United States of America,2025,15,5,0.00220489,65.5592,4.40978e-4
United States of America,2025,20,5,0.00434508,60.6975,8.69016e-4
United States of America,2025,25,5,0.00559694,55.9509,0.001119388
United States of America,2025,30,5,0.00678639,51.2513,0.001357278
United States of America,2025,35,5,0.00808772,46.5839,0.0016175439999999998
United States of America,2025,40,5,0.00995821,41.9428,0.001991642
United States of America,2025,45,5,0.01420277,37.3384,0.002840554
